date,W875RX1_20100528,W875RX1_20100628,W875RX1_20100803,W875RX1_20100830,W875RX1_20101001,W875RX1_20101101,W875RX1_20101124,W875RX1_20101223,W875RX1_20110131,W875RX1_20110228,W875RX1_20110328,W875RX1_20110429,W875RX1_20110527,W875RX1_20110627,W875RX1_20110802,W875RX1_20110829,W875RX1_20110930,W875RX1_20111028,W875RX1_20111123,W875RX1_20111223,W875RX1_20120130,W875RX1_20120301,W875RX1_20120330,W875RX1_20120430,W875RX1_20120601,W875RX1_20120629,W875RX1_20120731,W875RX1_20120830,W875RX1_20120928,W875RX1_20121029,W875RX1_20121130,W875RX1_20121221,W875RX1_20130131,W875RX1_20130301,W875RX1_20130329,W875RX1_20130429,W875RX1_20130531,W875RX1_20130627,W875RX1_20130802,W875RX1_20130830,W875RX1_20130927,W875RX1_20131108,W875RX1_20131206,W875RX1_20131223,W875RX1_20140131,W875RX1_20140303,W875RX1_20140328,W875RX1_20140501,W875RX1_20140530,W875RX1_20140626,W875RX1_20140801,W875RX1_20140829,W875RX1_20140929,W875RX1_20141031,W875RX1_20141126,W875RX1_20141223,W875RX1_20150202,W875RX1_20150302,W875RX1_20150330,W875RX1_20150430,W875RX1_20150601,W875RX1_20150625,W875RX1_20150803,W875RX1_20150828,W875RX1_20150928,W875RX1_20151030,W875RX1_20151125,W875RX1_20151223,W875RX1_20160201,W875RX1_20160226,W875RX1_20160328,W875RX1_20160429,W875RX1_20160531,W875RX1_20160629,W875RX1_20160802,W875RX1_20160829,W875RX1_20160930,W875RX1_20161031,W875RX1_20161130,W875RX1_20161222,W875RX1_20170130,W875RX1_20170301,W875RX1_20170331,W875RX1_20170501,W875RX1_20170530,W875RX1_20170630,W875RX1_20170801,W875RX1_20170831,W875RX1_20170929,W875RX1_20171030,W875RX1_20171130,W875RX1_20171222,W875RX1_20180129,W875RX1_20180301,W875RX1_20180329,W875RX1_20180430,W875RX1_20180531,W875RX1_20180629,W875RX1_20180731,W875RX1_20180830,W875RX1_20180928,W875RX1_20181029,W875RX1_20181129,W875RX1_20181221,W875RX1_20190301,W875RX1_20190329,W875RX1_20190429,W875RX1_20190531,W875RX1_20190628,W875RX1_20190730,W875RX1_20190830,W875RX1_20190927,W875RX1_20191031,W875RX1_20191127,W875RX1_20191220,W875RX1_20200131,W875RX1_20200228,W875RX1_20200327,W875RX1_20200430,W875RX1_20200529,W875RX1_20200626,W875RX1_20200731,W875RX1_20200828,W875RX1_20201001,W875RX1_20201030,W875RX1_20201125,W875RX1_20201223,W875RX1_20210129,W875RX1_20210226,W875RX1_20210326,W875RX1_20210430,W875RX1_20210528,W875RX1_20210625,W875RX1_20210730,W875RX1_20210827,W875RX1_20211001,W875RX1_20211029,W875RX1_20211124,W875RX1_20211223,W875RX1_20220128,W875RX1_20220225,W875RX1_20220331,W875RX1_20220429,W875RX1_20220527,W875RX1_20220630,W875RX1_20220729,W875RX1_20220826,W875RX1_20220930,W875RX1_20221028,W875RX1_20221201,W875RX1_20221223,W875RX1_20230127,W875RX1_20230224,W875RX1_20230331,W875RX1_20230428,W875RX1_20230526,W875RX1_20230630,W875RX1_20230728,W875RX1_20230831,W875RX1_20230929,W875RX1_20231027,W875RX1_20231130,W875RX1_20231222,W875RX1_20240126,W875RX1_20240229,W875RX1_20240329,W875RX1_20240426,W875RX1_20240531,W875RX1_20240628,W875RX1_20240726,W875RX1_20240830,W875RX1_20240927,W875RX1_20241031,W875RX1_20241127,W875RX1_20241220,W875RX1_20250131,W875RX1_20250228,W875RX1_20250328,W875RX1_20250430,W875RX1_20250530,W875RX1_20250627,W875RX1_20250731,W875RX1_20250829,W875RX1_20250926,W875RX1_20251205,W875RX1_20251223,W875RX1_20260122,W875RX1_20260220,W875RX1_20260313,W875RX1_20260409
1965-06-01,2604.5,2604.5,2604.5,2604.5,2604.5,2604.5,2604.5,2604.5,2604.5,2604.5,2604.5,2604.5,2604.5,2604.5,2603.3,2603.3,2603.3,2603.3,2603.3,2603.3,2603.3,2603.3,2603.3,2603.3,2603.3,2603.3,2603.3,2603.3,2603.3,2603.3,2603.3,2603.3,2603.3,2603.3,2603.3,2603.3,2603.3,2603.3,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,2843.9,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3027.2,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3033.1,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7,3208.7
1965-07-01,2621.8,2621.8,2621.8,2621.8,2621.8,2621.8,2621.8,2621.8,2621.8,2621.8,2621.8,2621.8,2621.8,2621.8,2620.6,2620.6,2620.6,2620.6,2620.6,2620.6,2620.6,2620.6,2620.6,2620.6,2620.6,2620.6,2620.6,2620.6,2620.6,2620.6,2620.6,2620.6,2620.6,2620.6,2620.6,2620.6,2620.6,2620.6,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,2862.8,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3047.7,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3053.6,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4,3230.4
1965-08-01,2635.5,2635.5,2635.5,2635.5,2635.5,2635.5,2635.5,2635.5,2635.5,2635.5,2635.5,2635.5,2635.5,2635.5,2634.3,2634.3,2634.3,2634.3,2634.3,2634.3,2634.3,2634.3,2634.3,2634.3,2634.3,2634.3,2634.3,2634.3,2634.3,2634.3,2634.3,2634.3,2634.3,2634.3,2634.3,2634.3,2634.3,2634.3,2878.0,2878.0,2878.0,2878.0,2878.0,2878.0,2878.0,2878.0,2878.0,2878.0,2878.0,2878.0,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,2877.8,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3063.9,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3069.8,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6,3247.6
1965-09-01,2655.9,2655.9,2655.9,2655.9,2655.9,2655.9,2655.9,2655.9,2655.9,2655.9,2655.9,2655.9,2655.9,2655.9,2654.7,2654.7,2654.7,2654.7,2654.7,2654.7,2654.7,2654.7,2654.7,2654.7,2654.7,2654.7,2654.7,2654.7,2654.7,2654.7,2654.7,2654.7,2654.7,2654.7,2654.7,2654.7,2654.7,2654.7,2900.4,2900.4,2900.4,2900.4,2900.4,2900.4,2900.4,2900.4,2900.4,2900.4,2900.4,2900.4,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,2900.2,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3083.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3089.8,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7,3268.7
1965-10-01,2683.9,2683.9,2683.9,2683.9,2683.9,2683.9,2683.9,2683.9,2683.9,2683.9,2683.9,2683.9,2683.9,2683.9,2682.7,2682.7,2682.7,2682.7,2682.7,2682.7,2682.7,2682.7,2682.7,2682.7,2682.7,2682.7,2682.7,2682.7,2682.7,2682.7,2682.7,2682.7,2682.7,2682.7,2682.7,2682.7,2682.7,2682.7,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,2929.8,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3118.3,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3124.4,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3,3305.3
1965-11-01,2703.3,2703.3,2703.3,2703.3,2703.3,2703.3,2703.3,2703.3,2703.3,2703.3,2703.3,2703.3,2703.3,2703.3,2702.1,2702.1,2702.1,2702.1,2702.1,2702.1,2702.1,2702.1,2702.1,2702.1,2702.1,2702.1,2702.1,2702.1,2702.1,2702.1,2702.1,2702.1,2702.1,2702.1,2702.1,2702.1,2702.1,2702.1,2951.4,2951.4,2951.4,2951.4,2951.4,2951.4,2951.4,2951.4,2951.4,2951.4,2951.4,2951.4,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,2951.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3140.3,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3146.4,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6,3328.6
1965-12-01,2717.1,2717.1,2717.1,2717.1,2717.1,2717.1,2717.1,2717.1,2717.1,2717.1,2717.1,2717.1,2717.1,2717.1,2715.8,2715.8,2715.8,2715.8,2715.8,2715.8,2715.8,2715.8,2715.8,2715.8,2715.8,2715.8,2715.8,2715.8,2715.8,2715.8,2715.8,2715.8,2715.8,2715.8,2715.8,2715.8,2715.8,2715.8,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,2966.9,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3157.2,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3163.3,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5,3346.5
1966-01-01,2724.6,2724.6,2724.6,2724.6,2724.6,2724.6,2724.6,2724.6,2724.6,2724.6,2724.6,2724.6,2724.6,2724.6,2723.4,2723.4,2723.4,2723.4,2723.4,2723.4,2723.4,2723.4,2723.4,2723.4,2723.4,2723.4,2723.4,2723.4,2723.4,2723.4,2723.4,2723.4,2723.4,2723.4,2723.4,2723.4,2723.4,2723.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,2975.4,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3163.9,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3170.1,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6,3353.6
1966-02-01,2736.1,2736.1,2736.1,2736.1,2736.1,2736.1,2736.1,2736.1,2736.1,2736.1,2736.1,2736.1,2736.1,2736.1,2734.8,2734.8,2734.8,2734.8,2734.8,2734.8,2734.8,2734.8,2734.8,2734.8,2734.8,2734.8,2734.8,2734.8,2734.8,2734.8,2734.8,2734.8,2734.8,2734.8,2734.8,2734.8,2734.8,2734.8,2988.5,2988.5,2988.5,2988.5,2988.5,2988.5,2988.5,2988.5,2988.5,2988.5,2988.5,2988.5,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,2988.4,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3180.1,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3186.3,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7,3370.7
1966-03-01,2748.7,2748.7,2748.7,2748.7,2748.7,2748.7,2748.7,2748.7,2748.7,2748.7,2748.7,2748.7,2748.7,2748.7,2747.5,2747.5,2747.5,2747.5,2747.5,2747.5,2747.5,2747.5,2747.5,2747.5,2747.5,2747.5,2747.5,2747.5,2747.5,2747.5,2747.5,2747.5,2747.5,2747.5,2747.5,2747.5,2747.5,2747.5,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3002.4,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3197.6,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3203.8,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3,3389.3
1966-04-01,2749.7,2749.7,2749.7,2749.7,2749.7,2749.7,2749.7,2749.7,2749.7,2749.7,2749.7,2749.7,2749.7,2749.7,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,2748.4,3003.6,3003.6,3003.6,3003.6,3003.6,3003.6,3003.6,3003.6,3003.6,3003.6,3003.6,3003.6,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3003.5,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3196.4,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3202.6,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0,3388.0
1966-05-01,2759.1,2759.1,2759.1,2759.1,2759.1,2759.1,2759.1,2759.1,2759.1,2759.1,2759.1,2759.1,2759.1,2759.1,2757.8,2757.8,2757.8,2757.8,2757.8,2757.8,2757.8,2757.8,2757.8,2757.8,2757.8,2757.8,2757.8,2757.8,2757.8,2757.8,2757.8,2757.8,2757.8,2757.8,2757.8,2757.8,2757.8,2757.8,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3013.5,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3207.2,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3213.5,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6,3399.6
